itemId:160175203, builtAt:-, bathrooms:1, netArea:79, metro:Трубная, floor:3, price:43470000, area:99, elevator:1 пасс., timeToMetro:5, floors:6, rooms:4, view:двор и улица, buildingType:кирпичный, renovation:евроремонт, balcony:1 балк.
itemId:161255517, builtAt:-, bathrooms:-, netArea:47, metro:Медведково, floor:5, price:7900000, area:63, elevator:1 пасс., timeToMetro:10, floors:9, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:162450033, builtAt:1966, bathrooms:1, netArea:62, metro:Рязанский проспект, floor:1, price:7900000, area:78.6, elevator:1 пасс., timeToMetro:10, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:159003687, builtAt:1968, bathrooms:-, netArea:45, metro:Свиблово, floor:8, price:7900000, area:64, elevator:1 пасс., timeToMetro:10, floors:9, rooms:4, view:улица, buildingType:блочный, renovation:-, balcony:1 лодж.
itemId:160862728, builtAt:1972, bathrooms:-, netArea:51, metro:Рязанский проспект, floor:3, price:7900000, area:67, elevator:1 пасс., timeToMetro:12, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:155020255, builtAt:1972, bathrooms:-, netArea:46, metro:Пражская, floor:7, price:7950000, area:65, elevator:1 пасс. + 1 груз., timeToMetro:12, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:151962500, builtAt:1999, bathrooms:1, netArea:65, metro:Молодежная, floor:3, price:24700000, area:110, elevator:2 пасс. + 1 груз., timeToMetro:17, floors:22, rooms:4, view:двор и улица, buildingType:вторичка, renovation:евроремонт, balcony:1 балк.
itemId:159374378, builtAt:1956, bathrooms:-, netArea:67.7, metro:Кожуховская, floor:2, price:15700000, area:100, elevator:1 пасс., timeToMetro:5, floors:7, rooms:4, view:двор и улица, buildingType:кирпичный, renovation:косметический, balcony:нет
itemId:157345461, builtAt:-, bathrooms:2, netArea:70, metro:Щукинская, floor:10, price:49900000, area:126, elevator:2 пасс. + 2 груз., timeToMetro:10, floors:40, rooms:4, view:–, buildingType:кирпично-монолитный, renovation:-, balcony:–
itemId:160702225, builtAt:1974, bathrooms:-, netArea:45.8, metro:Люблино, floor:8, price:7950000, area:61.4, elevator:1 пасс., timeToMetro:9, floors:9, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:155209200, builtAt:1969, bathrooms:-, netArea:45, metro:Новогиреево, floor:1, price:7990000, area:64, elevator:–, timeToMetro:18, floors:9, rooms:4, view:двор, buildingType:вторичка, renovation:косметический, balcony:–
itemId:162986929, builtAt:1979, bathrooms:1, netArea:38, metro:Ясенево, floor:9, price:8000000, area:65, elevator:1 пасс., timeToMetro:7, floors:9, rooms:4, view:–, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:149315182, builtAt:1968, bathrooms:-, netArea:47, metro:Медведково, floor:4, price:8100000, area:65, elevator:1 пасс., timeToMetro:13, floors:9, rooms:4, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:159148460, builtAt:-, bathrooms:-, netArea:47.6, metro:Медведково, floor:4, price:8100000, area:65, elevator:1 пасс., timeToMetro:14, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:-, balcony:1 лодж.
itemId:154967488, builtAt:1980, bathrooms:-, netArea:46.2, metro:Отрадное, floor:7, price:8200000, area:64.6, elevator:1 пасс. + 1 груз., timeToMetro:16, floors:9, rooms:4, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:159737843, builtAt:-, bathrooms:-, netArea:45.9, metro:Отрадное, floor:1, price:8200000, area:62.3, elevator:2 пасс., timeToMetro:7, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:-, balcony:1 лодж.
itemId:162778023, builtAt:1968, bathrooms:-, netArea:46.3, metro:Выхино, floor:1, price:8300000, area:64, elevator:1 пасс., timeToMetro:20, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:160341758, builtAt:1970, bathrooms:-, netArea:44, metro:Южная, floor:1, price:8300000, area:62.5, elevator:–, timeToMetro:20, floors:9, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:дизайнерский, balcony:1 лодж.
itemId:161432558, builtAt:1970, bathrooms:-, netArea:46.5, metro:Выхино, floor:5, price:8300000, area:63, elevator:1 пасс., timeToMetro:10, floors:9, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:160675939, builtAt:1961, bathrooms:4, netArea:–, metro:Сходненская, floor:1, price:8300000, area:60, elevator:–, timeToMetro:16, floors:4, rooms:4, view:–, buildingType:кирпичный, renovation:евроремонт, balcony:–
itemId:152710317, builtAt:1974, bathrooms:-, netArea:46.5, metro:Домодедовская, floor:6, price:8300000, area:63, elevator:1 пасс., timeToMetro:4, floors:9, rooms:4, view:двор, buildingType:вторичка, renovation:отсутствует, balcony:1 балк.
itemId:152732081, builtAt:1967, bathrooms:-, netArea:47, metro:Сходненская, floor:8, price:8400000, area:62.4, elevator:1 пасс., timeToMetro:10, floors:9, rooms:4, view:двор, buildingType:вторичка, renovation:косметический, balcony:–
itemId:152721041, builtAt:1975, bathrooms:-, netArea:45, metro:Отрадное, floor:9, price:8400000, area:65, elevator:1 пасс., timeToMetro:12, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:28344472, builtAt:-, bathrooms:-, netArea:47.3, metro:Выхино, floor:6, price:8400000, area:65.2, elevator:1 пасс., timeToMetro:15, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:159045719, builtAt:-, bathrooms:-, netArea:46.4, metro:Ясенево, floor:7, price:8450000, area:62.7, elevator:1 пасс., timeToMetro:16, floors:9, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:-, balcony:1 лодж.
itemId:156715945, builtAt:1977, bathrooms:-, netArea:52, metro:Шипиловская, floor:1, price:8500000, area:76, elevator:1 пасс. + 1 груз., timeToMetro:4, floors:12, rooms:4, view:двор, buildingType:вторичка, renovation:отсутствует, balcony:3 лодж.
itemId:161061745, builtAt:1977, bathrooms:-, netArea:46.3, metro:Шипиловская, floor:7, price:8500000, area:62.6, elevator:1 пасс., timeToMetro:7, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:отсутствует, balcony:1 балк.
itemId:163030005, builtAt:-, bathrooms:-, netArea:43.6, metro:Планерная, floor:8, price:8500000, area:63.6, elevator:1 пасс., timeToMetro:6, floors:9, rooms:4, view:–, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:155792452, builtAt:1970, bathrooms:-, netArea:47, metro:Выхино, floor:2, price:8500000, area:64, elevator:–, timeToMetro:15, floors:9, rooms:4, view:улица, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:161925395, builtAt:1977, bathrooms:-, netArea:51.3, metro:Люблино, floor:1, price:8500000, area:78, elevator:1 пасс., timeToMetro:13, floors:12, rooms:4, view:двор, buildingType:панельный дом, renovation:отсутствует, balcony:–
itemId:161240477, builtAt:1977, bathrooms:-, netArea:46.3, metro:Шипиловская, floor:7, price:8500000, area:62.6, elevator:2 пасс., timeToMetro:5, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:161192153, builtAt:1969, bathrooms:-, netArea:46.6, metro:Выхино, floor:2, price:8550000, area:64.3, elevator:1 пасс., timeToMetro:19, floors:9, rooms:4, view:улица, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:23608680, builtAt:1975, bathrooms:-, netArea:46, metro:Пражская, floor:8, price:8590000, area:64, elevator:1 пасс., timeToMetro:12, floors:9, rooms:4, view:двор, buildingType:вторичка, renovation:евроремонт, balcony:1 лодж.
itemId:141023709, builtAt:1972, bathrooms:-, netArea:46.2, metro:Улица Академика Янгеля, floor:3, price:8600000, area:64, elevator:1 пасс. + 1 груз., timeToMetro:9, floors:12, rooms:4, view:двор, buildingType:вторичка, renovation:евроремонт, balcony:1 лодж.
itemId:159184971, builtAt:0, bathrooms:-, netArea:–, metro:Выставочная, floor:22, price:48500000, area:129, elevator:2 пасс., timeToMetro:10, floors:24, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:-, balcony:1 лодж.
itemId:157847114, builtAt:2006, bathrooms:2, netArea:90, metro:Проспект Вернадского, floor:22, price:45000000, area:136.5, elevator:1 пасс. + 1 груз., timeToMetro:7, floors:22, rooms:4, view:двор и улица, buildingType:монолитный, renovation:дизайнерский, balcony:1 балк. + 1 лодж.
itemId:159194283, builtAt:2012, bathrooms:-, netArea:–, metro:Белорусская, floor:5, price:45000000, area:118.3, elevator:1 пасс., timeToMetro:15, floors:6, rooms:4, view:двор и улица, buildingType:кирпично-монолитный, renovation:-, balcony:1 лодж.
itemId:153479532, builtAt:1977, bathrooms:-, netArea:47, metro:Новоясеневская, floor:1, price:8700000, area:65, elevator:1 пасс. + 1 груз., timeToMetro:7, floors:9, rooms:4, view:–, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:161527867, builtAt:1969, bathrooms:-, netArea:46.6, metro:Медведково, floor:9, price:8700000, area:65, elevator:1 пасс., timeToMetro:6, floors:9, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:160715879, builtAt:1969, bathrooms:-, netArea:47, metro:Медведково, floor:9, price:8700000, area:65, elevator:1 пасс., timeToMetro:6, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:160156631, builtAt:1983, bathrooms:-, netArea:46, metro:Сходненская, floor:11, price:8800000, area:62.1, elevator:1 пасс. + 1 груз., timeToMetro:12, floors:12, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:158392099, builtAt:1977, bathrooms:1, netArea:46.5, metro:Ясенево, floor:6, price:8800000, area:62.9, elevator:1 пасс. + 1 груз., timeToMetro:13, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:-, balcony:1 лодж.
itemId:162381582, builtAt:1935, bathrooms:-, netArea:67, metro:Водный стадион, floor:3, price:8900000, area:86, elevator:–, timeToMetro:8, floors:5, rooms:4, view:двор и улица, buildingType:кирпичный, renovation:косметический, balcony:–
itemId:153331166, builtAt:1968, bathrooms:1, netArea:46, metro:Щелковская, floor:4, price:8950000, area:66, elevator:1 пасс. + 1 груз., timeToMetro:4, floors:9, rooms:4, view:двор и улица, buildingType:вторичка, renovation:евроремонт, balcony:1 балк.
itemId:157233096, builtAt:1980, bathrooms:-, netArea:51, metro:Люблино, floor:1, price:8990000, area:74, elevator:1 пасс. + 1 груз., timeToMetro:16, floors:12, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:–
itemId:51260824, builtAt:1978, bathrooms:-, netArea:46.5, metro:Ясенево, floor:9, price:8990000, area:64.5, elevator:1 пасс., timeToMetro:15, floors:9, rooms:4, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:151960969, builtAt:1969, bathrooms:-, netArea:46.1, metro:Лихоборы, floor:7, price:9000000, area:62.5, elevator:1 пасс., timeToMetro:7, floors:9, rooms:4, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:155547017, builtAt:-, bathrooms:1, netArea:47, metro:Планерная, floor:8, price:9000000, area:63, elevator:1 пасс., timeToMetro:7, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:161472499, builtAt:1969, bathrooms:1, netArea:46.4, metro:Планерная, floor:1, price:9000000, area:74, elevator:2 пасс., timeToMetro:7, floors:12, rooms:4, view:двор, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:163239902, builtAt:-, bathrooms:1, netArea:47, metro:Пражская, floor:5, price:9000000, area:65, elevator:1 пасс., timeToMetro:10, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:-, balcony:1 лодж.
itemId:163252692, builtAt:-, bathrooms:-, netArea:47, metro:Медведково, floor:9, price:9000000, area:65, elevator:1 пасс. + 1 груз., timeToMetro:6, floors:9, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:155160743, builtAt:1967, bathrooms:1, netArea:46.4, metro:Рязанский проспект, floor:7, price:9000000, area:67.2, elevator:1 пасс., timeToMetro:14, floors:9, rooms:4, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:161709347, builtAt:-, bathrooms:-, netArea:46, metro:Ясенево, floor:1, price:9000000, area:63.5, elevator:1 пасс., timeToMetro:2, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:157901507, builtAt:1971, bathrooms:-, netArea:47, metro:Выхино, floor:6, price:9000000, area:65, elevator:1 пасс., timeToMetro:5, floors:9, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:161635465, builtAt:1978, bathrooms:-, netArea:52, metro:Ясенево, floor:5, price:9000000, area:64, elevator:1 пасс., timeToMetro:20, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:161724866, builtAt:-, bathrooms:-, netArea:47, metro:Сходненская, floor:8, price:9000000, area:65, elevator:1 пасс., timeToMetro:10, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:159736871, builtAt:-, bathrooms:-, netArea:47, metro:Медведково, floor:5, price:9000000, area:65, elevator:1 пасс., timeToMetro:10, floors:9, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:154354506, builtAt:1975, bathrooms:-, netArea:45.4, metro:Отрадное, floor:4, price:9100000, area:64, elevator:1 пасс., timeToMetro:17, floors:9, rooms:4, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:150964756, builtAt:1970, bathrooms:-, netArea:43.1, metro:Сходненская, floor:9, price:9190000, area:64, elevator:1 пасс., timeToMetro:14, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:155254947, builtAt:2002, bathrooms:-, netArea:48, metro:Улица Скобелевская, floor:3, price:9200000, area:84, elevator:–, timeToMetro:5, floors:12, rooms:4, view:двор, buildingType:вторичка, renovation:евроремонт, balcony:2 лодж.
itemId:163030039, builtAt:-, bathrooms:1, netArea:46.7, metro:Планерная, floor:5, price:9200000, area:63.2, elevator:1 пасс., timeToMetro:5, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:-, balcony:1 лодж.
itemId:163240678, builtAt:1972, bathrooms:1, netArea:45, metro:Пражская, floor:2, price:9200000, area:65, elevator:1 пасс., timeToMetro:10, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:162715250, builtAt:1940, bathrooms:1, netArea:62.6, metro:Маяковская, floor:7, price:31000000, area:99, elevator:1 пасс., timeToMetro:4, floors:8, rooms:4, view:двор и улица, buildingType:кирпичный, renovation:евроремонт, balcony:2 балк.
itemId:151068835, builtAt:2006, bathrooms:2, netArea:111.7, metro:Ломоносовский проспект, floor:15, price:37990000, area:160, elevator:1 пасс. + 2 груз., timeToMetro:5, floors:23, rooms:4, view:двор, buildingType:вторичка, renovation:евроремонт, balcony:1 балк. + 3 лодж.
itemId:162007040, builtAt:-, bathrooms:2, netArea:54, metro:Раменки, floor:2, price:36000000, area:96, elevator:1 пасс. + 1 груз., timeToMetro:14, floors:17, rooms:4, view:двор, buildingType:монолитный, renovation:дизайнерский, balcony:–
itemId:163119615, builtAt:-, bathrooms:-, netArea:51, metro:Пражская, floor:3, price:9200000, area:68, elevator:1 пасс., timeToMetro:5, floors:9, rooms:4, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:162261987, builtAt:1968, bathrooms:1, netArea:46.7, metro:Планерная, floor:5, price:9200000, area:63.2, elevator:1 пасс., timeToMetro:7, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:161184402, builtAt:1975, bathrooms:-, netArea:46, metro:Отрадное, floor:7, price:9200000, area:62.3, elevator:1 пасс., timeToMetro:9, floors:9, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:154782238, builtAt:1977, bathrooms:-, netArea:46.6, metro:Ясенево, floor:1, price:9200000, area:63.2, elevator:1 пасс., timeToMetro:12, floors:9, rooms:4, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:159985007, builtAt:1978, bathrooms:-, netArea:58, metro:Красногвардейская, floor:2, price:9300000, area:85, elevator:1 пасс. + 1 груз., timeToMetro:15, floors:12, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:163254585, builtAt:1969, bathrooms:-, netArea:44, metro:Текстильщики, floor:7, price:9300000, area:65, elevator:1 пасс., timeToMetro:10, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:149755343, builtAt:-, bathrooms:-, netArea:66, metro:Водный стадион, floor:2, price:9300000, area:86, elevator:–, timeToMetro:8, floors:5, rooms:4, view:двор, buildingType:кирпичный, renovation:косметический, balcony:–
itemId:142209614, builtAt:-, bathrooms:-, netArea:46.5, metro:Ясенево, floor:6, price:9300000, area:62.8, elevator:1 пасс., timeToMetro:20, floors:9, rooms:4, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:162334462, builtAt:-, bathrooms:-, netArea:60.2, metro:Зябликово, floor:12, price:9390000, area:84.9, elevator:1 пасс., timeToMetro:10, floors:12, rooms:4, view:двор, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:50876613, builtAt:-, bathrooms:-, netArea:46.4, metro:Бульвар Рокоссовского, floor:1, price:9500000, area:64.2, elevator:1 пасс., timeToMetro:15, floors:9, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:148575447, builtAt:-, bathrooms:-, netArea:46, metro:Ясенево, floor:6, price:9500000, area:64, elevator:1 пасс., timeToMetro:15, floors:9, rooms:4, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:155821371, builtAt:1977, bathrooms:-, netArea:46, metro:Ясенево, floor:9, price:9500000, area:63, elevator:1 пасс., timeToMetro:10, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:160769500, builtAt:1978, bathrooms:-, netArea:52.6, metro:Люблино, floor:2, price:9500000, area:76, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:12, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:3 лодж.
itemId:159498195, builtAt:-, bathrooms:-, netArea:51.9, metro:Алма-Атинская, floor:3, price:9500000, area:76, elevator:1 пасс., timeToMetro:7, floors:14, rooms:4, view:двор, buildingType:панельный дом, renovation:-, balcony:3 лодж.
itemId:156458075, builtAt:1975, bathrooms:-, netArea:46, metro:Пражская, floor:4, price:9500000, area:63, elevator:1 пасс., timeToMetro:17, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:162131210, builtAt:1977, bathrooms:-, netArea:48, metro:Ясенево, floor:4, price:9500000, area:64, elevator:1 пасс., timeToMetro:15, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:163242638, builtAt:-, bathrooms:-, netArea:45, metro:Шипиловская, floor:9, price:9500000, area:62.1, elevator:1 пасс., timeToMetro:3, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:-, balcony:–
itemId:156063611, builtAt:1978, bathrooms:-, netArea:52, metro:Люблино, floor:1, price:9500000, area:78, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:12, rooms:4, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:–
itemId:159883898, builtAt:1976, bathrooms:-, netArea:50, metro:Ясенево, floor:9, price:9500000, area:65, elevator:–, timeToMetro:14, floors:9, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:161224314, builtAt:1971, bathrooms:-, netArea:46, metro:Улица Академика Янгеля, floor:4, price:9500000, area:64, elevator:1 пасс., timeToMetro:18, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:155685178, builtAt:-, bathrooms:-, netArea:44.7, metro:Сходненская, floor:2, price:9500000, area:63.8, elevator:1 пасс., timeToMetro:3, floors:9, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:евроремонт, balcony:нет
itemId:154328152, builtAt:1970, bathrooms:-, netArea:62.2, metro:Выхино, floor:3, price:9500000, area:85.6, elevator:1 пасс., timeToMetro:7, floors:9, rooms:4, view:двор, buildingType:вторичка, renovation:отсутствует, balcony:2 лодж.
itemId:148322779, builtAt:-, bathrooms:-, netArea:52.3, metro:Алма-Атинская, floor:1, price:9600000, area:76.1, elevator:1 пасс., timeToMetro:7, floors:14, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:2 балк.
itemId:155098155, builtAt:1971, bathrooms:-, netArea:44, metro:Петровско-Разумовская, floor:9, price:9600000, area:64, elevator:1 пасс., timeToMetro:5, floors:9, rooms:4, view:двор, buildingType:вторичка, renovation:дизайнерский, balcony:1 лодж.
itemId:159086129, builtAt:-, bathrooms:-, netArea:54, metro:Зябликово, floor:11, price:9700000, area:84, elevator:1 пасс. + 1 груз., timeToMetro:8, floors:12, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:-, balcony:1 лодж.
itemId:160576130, builtAt:-, bathrooms:2, netArea:102, metro:Баррикадная, floor:2, price:41800000, area:123, elevator:1 пасс., timeToMetro:5, floors:7, rooms:4, view:двор и улица, buildingType:сталинский, renovation:евроремонт, balcony:–
itemId:162076301, builtAt:-, bathrooms:1, netArea:–, metro:Краснопресненская, floor:9, price:46000000, area:100, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:12, rooms:4, view:двор, buildingType:монолитный, renovation:евроремонт, balcony:1 балк.
