itemId:161161564, builtAt:1978, bathrooms:-, netArea:32, metro:Бибирево, floor:11, price:10500000, area:53.2, elevator:1 пасс. + 1 груз., timeToMetro:4, floors:16, rooms:2, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:158691622, builtAt:1969, bathrooms:-, netArea:24, metro:Текстильщики, floor:12, price:5750000, area:39, elevator:2 пасс., timeToMetro:10, floors:12, rooms:2, view:двор, buildingType:блочный, renovation:косметический, balcony:1 балк.
itemId:160911607, builtAt:-, bathrooms:1, netArea:23, metro:Перово, floor:5, price:5800000, area:37, elevator:1 пасс., timeToMetro:7, floors:9, rooms:2, view:двор, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:157086065, builtAt:1968, bathrooms:-, netArea:32, metro:Щелковская, floor:10, price:5800000, area:49, elevator:1 пасс., timeToMetro:20, floors:12, rooms:2, view:двор, buildingType:блочный, renovation:отсутствует, balcony:2 балк.
itemId:162745589, builtAt:1966, bathrooms:-, netArea:28.3, metro:Текстильщики, floor:9, price:5800000, area:44.2, elevator:1 пасс., timeToMetro:10, floors:9, rooms:2, view:двор, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:158137663, builtAt:1964, bathrooms:1, netArea:30.9, metro:Кантемировская, floor:3, price:5900000, area:45.1, elevator:–, timeToMetro:12, floors:5, rooms:2, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:157957260, builtAt:1966, bathrooms:-, netArea:25, metro:Щелковская, floor:3, price:5850000, area:38, elevator:1 пасс. + 1 груз., timeToMetro:12, floors:9, rooms:2, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:161779598, builtAt:-, bathrooms:-, netArea:46, metro:Бунинская аллея, floor:7, price:5900000, area:58, elevator:1 пасс., timeToMetro:14, floors:17, rooms:2, view:двор и улица, buildingType:кирпично-монолитный, renovation:-, balcony:1 лодж.
itemId:155563420, builtAt:1969, bathrooms:1, netArea:26, metro:Братиславская, floor:2, price:5900000, area:38, elevator:–, timeToMetro:13, floors:9, rooms:2, view:двор, buildingType:вторичка, renovation:евроремонт, balcony:–
itemId:162824960, builtAt:-, bathrooms:-, netArea:28, metro:Выхино, floor:7, price:5900000, area:44.4, elevator:1 пасс., timeToMetro:12, floors:9, rooms:2, view:двор, buildingType:панельный дом, renovation:-, balcony:–
itemId:161387310, builtAt:1966, bathrooms:-, netArea:23, metro:Окружная, floor:9, price:5900000, area:39, elevator:1 пасс., timeToMetro:15, floors:12, rooms:2, view:двор и улица, buildingType:блочный, renovation:косметический, balcony:1 балк.
itemId:153761801, builtAt:1974, bathrooms:1, netArea:21, metro:Варшавская, floor:4, price:5900000, area:35, elevator:1 пасс., timeToMetro:9, floors:9, rooms:2, view:двор, buildingType:вторичка, renovation:дизайнерский, balcony:1 балк.
itemId:157703698, builtAt:-, bathrooms:1, netArea:30, metro:Кузьминки, floor:4, price:5850000, area:45, elevator:1 пасс., timeToMetro:11, floors:12, rooms:2, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:162381554, builtAt:1964, bathrooms:1, netArea:34.4, metro:Кузьминки, floor:2, price:5900000, area:44.7, elevator:–, timeToMetro:15, floors:5, rooms:2, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:158907729, builtAt:-, bathrooms:-, netArea:28, metro:Щелковская, floor:7, price:5900000, area:44.1, elevator:1 пасс., timeToMetro:15, floors:9, rooms:2, view:улица, buildingType:вторичка, renovation:косметический, balcony:–
itemId:160454785, builtAt:1962, bathrooms:-, netArea:27, metro:Новогиреево, floor:3, price:5990000, area:42, elevator:–, timeToMetro:7, floors:5, rooms:2, view:двор, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:158479241, builtAt:1974, bathrooms:-, netArea:29.9, metro:Алтуфьево, floor:1, price:5990000, area:46.2, elevator:1 пасс., timeToMetro:12, floors:12, rooms:2, view:двор, buildingType:панельный дом, renovation:отсутствует, balcony:1 лодж.
itemId:159934360, builtAt:1965, bathrooms:-, netArea:20, metro:Речной вокзал, floor:8, price:5999999, area:35, elevator:1 пасс., timeToMetro:10, floors:9, rooms:2, view:двор, buildingType:кирпичный, renovation:отсутствует, balcony:1 балк.
itemId:159374160, builtAt:1965, bathrooms:1, netArea:30.1, metro:Бульвар Рокоссовского, floor:1, price:6000000, area:44.7, elevator:1 пасс., timeToMetro:16, floors:8, rooms:2, view:двор, buildingType:кирпичный, renovation:косметический, balcony:–
itemId:158777419, builtAt:1970, bathrooms:-, netArea:24, metro:Царицыно, floor:2, price:5950000, area:39, elevator:1 пасс., timeToMetro:10, floors:12, rooms:2, view:двор, buildingType:блочный, renovation:косметический, balcony:1 балк.
itemId:158555003, builtAt:-, bathrooms:1, netArea:20.6, metro:Щукинская, floor:3, price:6000000, area:34.4, elevator:1 пасс., timeToMetro:5, floors:9, rooms:2, view:двор, buildingType:кирпичный, renovation:-, balcony:1 балк.
itemId:162734304, builtAt:1966, bathrooms:1, netArea:23.9, metro:Коломенская, floor:9, price:5950000, area:38, elevator:1 пасс., timeToMetro:20, floors:9, rooms:2, view:двор, buildingType:кирпичный, renovation:отсутствует, balcony:1 балк.
itemId:158869580, builtAt:-, bathrooms:-, netArea:31, metro:Выхино, floor:3, price:6000000, area:47.3, elevator:1 пасс., timeToMetro:5, floors:9, rooms:2, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:нет
itemId:156054438, builtAt:1976, bathrooms:-, netArea:28, metro:Шипиловская, floor:6, price:5990000, area:44, elevator:–, timeToMetro:6, floors:9, rooms:2, view:двор, buildingType:вторичка, renovation:косметический, balcony:–
itemId:162274110, builtAt:1962, bathrooms:1, netArea:24, metro:Лихоборы, floor:7, price:5950000, area:38, elevator:1 пасс., timeToMetro:11, floors:9, rooms:2, view:двор, buildingType:блочный, renovation:косметический, balcony:1 лодж.
itemId:162415131, builtAt:1999, bathrooms:-, netArea:29.5, metro:Улица Горчакова, floor:1, price:5950000, area:53.1, elevator:1 пасс., timeToMetro:5, floors:12, rooms:2, view:двор, buildingType:панельный дом, renovation:косметический, balcony:2 лодж.
itemId:159907081, builtAt:2016, bathrooms:-, netArea:34, metro:Бунинская аллея, floor:5, price:7800000, area:62, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:17, rooms:2, view:двор, buildingType:монолитный, renovation:евроремонт, balcony:1 лодж.
itemId:161888416, builtAt:2008, bathrooms:-, netArea:28, metro:Строгино, floor:7, price:17000000, area:60, elevator:2 пасс. + 2 груз., timeToMetro:9, floors:29, rooms:2, view:двор, buildingType:монолитный, renovation:евроремонт, balcony:нет
itemId:158115466, builtAt:1998, bathrooms:-, netArea:32.4, metro:Медведково, floor:15, price:11500000, area:58.5, elevator:1 пасс. + 1 груз., timeToMetro:11, floors:17, rooms:2, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:162594231, builtAt:1961, bathrooms:1, netArea:28, metro:Первомайская, floor:3, price:6000000, area:42, elevator:–, timeToMetro:12, floors:5, rooms:2, view:двор, buildingType:блочный, renovation:косметический, balcony:2 балк.
itemId:152689685, builtAt:1961, bathrooms:-, netArea:23.6, metro:Рязанский проспект, floor:4, price:6000000, area:38.5, elevator:–, timeToMetro:12, floors:5, rooms:2, view:–, buildingType:кирпичный, renovation:косметический, balcony:1 балк. + 1 лодж.
itemId:162652706, builtAt:1974, bathrooms:-, netArea:32, metro:Люблино, floor:9, price:6049000, area:43.9, elevator:1 пасс., timeToMetro:9, floors:9, rooms:2, view:–, buildingType:панельный дом, renovation:косметический, balcony:–
itemId:157032229, builtAt:1996, bathrooms:-, netArea:32, metro:Бунинская аллея, floor:1, price:6000000, area:53.5, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:12, rooms:2, view:двор, buildingType:панельный дом, renovation:косметический, balcony:–
itemId:158506343, builtAt:1969, bathrooms:-, netArea:29, metro:Люблино, floor:4, price:6000000, area:46, elevator:–, timeToMetro:18, floors:5, rooms:2, view:двор, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:162870501, builtAt:1966, bathrooms:-, netArea:24, metro:Окружная, floor:6, price:6000000, area:39, elevator:1 пасс., timeToMetro:14, floors:12, rooms:2, view:двор и улица, buildingType:блочный, renovation:косметический, balcony:1 балк.
itemId:157308515, builtAt:-, bathrooms:-, netArea:28.8, metro:Улица Академика Янгеля, floor:2, price:6000000, area:44.6, elevator:1 пасс., timeToMetro:15, floors:9, rooms:2, view:двор, buildingType:панельный дом, renovation:косметический, balcony:нет
itemId:161989226, builtAt:-, bathrooms:-, netArea:30, metro:Строгино, floor:8, price:6000000, area:48, elevator:–, timeToMetro:10, floors:12, rooms:2, view:–, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:163065239, builtAt:-, bathrooms:-, netArea:23, metro:Пражская, floor:12, price:6000000, area:39, elevator:2 пасс., timeToMetro:6, floors:12, rooms:2, view:двор, buildingType:блочный, renovation:отсутствует, balcony:1 балк.
itemId:162961366, builtAt:1972, bathrooms:1, netArea:21.1, metro:Новогиреево, floor:9, price:6000000, area:35.8, elevator:1 пасс., timeToMetro:10, floors:9, rooms:2, view:двор и улица, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:162991359, builtAt:1960, bathrooms:-, netArea:29, metro:Перово, floor:2, price:6000000, area:43, elevator:–, timeToMetro:15, floors:5, rooms:2, view:двор, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:153816498, builtAt:-, bathrooms:-, netArea:32, metro:Бибирево, floor:1, price:5999000, area:53, elevator:2 пасс., timeToMetro:10, floors:12, rooms:2, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:–
itemId:162316267, builtAt:1962, bathrooms:1, netArea:22, metro:Тимирязевская, floor:4, price:6000000, area:37, elevator:1 пасс., timeToMetro:6, floors:9, rooms:2, view:двор и улица, buildingType:кирпичный, renovation:отсутствует, balcony:1 балк.
itemId:163009893, builtAt:1960, bathrooms:1, netArea:25.5, metro:Коптево, floor:1, price:6000000, area:40, elevator:–, timeToMetro:6, floors:5, rooms:2, view:–, buildingType:кирпичный, renovation:косметический, balcony:–
itemId:162789568, builtAt:1996, bathrooms:1, netArea:35.9, metro:Жулебино, floor:2, price:6100000, area:55.7, elevator:1 пасс. + 1 груз., timeToMetro:8, floors:14, rooms:2, view:двор, buildingType:панельный дом, renovation:косметический, balcony:–
itemId:155922351, builtAt:-, bathrooms:-, netArea:23, metro:Варшавская, floor:7, price:6100000, area:37, elevator:1 пасс., timeToMetro:7, floors:9, rooms:2, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:155202741, builtAt:1972, bathrooms:-, netArea:29, metro:Пражская, floor:8, price:6100000, area:44, elevator:–, timeToMetro:12, floors:9, rooms:2, view:улица, buildingType:вторичка, renovation:косметический, balcony:–
itemId:161847967, builtAt:1966, bathrooms:-, netArea:26, metro:Перово, floor:1, price:6100000, area:40, elevator:–, timeToMetro:11, floors:5, rooms:2, view:–, buildingType:кирпичный, renovation:косметический, balcony:–
itemId:162254514, builtAt:1964, bathrooms:1, netArea:31, metro:Перово, floor:5, price:6100000, area:45, elevator:–, timeToMetro:12, floors:5, rooms:2, view:двор, buildingType:блочный, renovation:косметический, balcony:1 балк.
itemId:162492764, builtAt:-, bathrooms:1, netArea:30, metro:Кузьминки, floor:5, price:6080000, area:45, elevator:нет, timeToMetro:5, floors:5, rooms:2, view:двор, buildingType:блочный, renovation:косметический, balcony:1 балк.
itemId:162969261, builtAt:1972, bathrooms:-, netArea:31, metro:Черкизовская, floor:1, price:6100000, area:42.4, elevator:–, timeToMetro:10, floors:9, rooms:2, view:двор, buildingType:кирпичный, renovation:косметический, balcony:–
itemId:153109183, builtAt:1969, bathrooms:-, netArea:28, metro:Выхино, floor:8, price:6050000, area:44, elevator:2 пасс., timeToMetro:5, floors:9, rooms:2, view:двор, buildingType:вторичка, renovation:косметический, balcony:–
itemId:161056798, builtAt:1973, bathrooms:-, netArea:30, metro:Улица Скобелевская, floor:5, price:6050000, area:47, elevator:–, timeToMetro:14, floors:5, rooms:2, view:двор и улица, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:161461650, builtAt:-, bathrooms:-, netArea:23.1, metro:Шоссе Энтузиастов, floor:5, price:6100000, area:38.3, elevator:нет, timeToMetro:6, floors:12, rooms:2, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:162779641, builtAt:1960, bathrooms:-, netArea:28, metro:Полежаевская, floor:1, price:6190000, area:42, elevator:–, timeToMetro:1, floors:5, rooms:2, view:двор, buildingType:кирпичный, renovation:косметический, balcony:–
itemId:160664232, builtAt:-, bathrooms:-, netArea:28, metro:Отрадное, floor:6, price:6650000, area:44, elevator:1 пасс., timeToMetro:5, floors:9, rooms:2, view:улица, buildingType:панельный дом, renovation:евроремонт, balcony:нет
itemId:153404138, builtAt:2016, bathrooms:1, netArea:51.8, metro:Проспект Вернадского, floor:16, price:23250000, area:105, elevator:1 пасс. + 2 груз., timeToMetro:20, floors:21, rooms:2, view:двор, buildingType:вторичка, renovation:отсутствует, balcony:1 лодж.
itemId:159653865, builtAt:1971, bathrooms:-, netArea:30, metro:Бауманская, floor:11, price:12200000, area:52, elevator:1 пасс., timeToMetro:2, floors:12, rooms:2, view:улица, buildingType:блочный, renovation:косметический, balcony:2 лодж.
itemId:161765188, builtAt:1971, bathrooms:-, netArea:24, metro:Водный стадион, floor:4, price:6200000, area:42, elevator:1 пасс., timeToMetro:18, floors:14, rooms:2, view:двор, buildingType:блочный, renovation:отсутствует, balcony:1 лодж.
itemId:161697366, builtAt:1960, bathrooms:1, netArea:27, metro:Нижегородская, floor:1, price:6150000, area:43, elevator:–, timeToMetro:18, floors:5, rooms:2, view:двор, buildingType:кирпичный, renovation:дизайнерский, balcony:–
